datetime,city,state,country,shape,durationMinutes,comments,,
1/6/2012,richmond,ky,us,unknown,1 minute,Encounter of the third kind. 500 Lights On Object0: Yes,,
1/6/2012,springfield,ma,us,rectangle,6-7 minutes,What looked like a group of stars I beilive to be a UFO.,,
1/7/2012,independence,mo,us,sphere,2 min,Blue sphere in northern sky.went south at hi speed changing to a greenish color and vanished.the moon was bright and seemed to have a b,,
1/7/2012,mesa,az,us,light,15 mins,They looked like the Brazil UFO on January 3 video on YouTube. A cluster of around 12.,,
1/7/2012,hagerstown,md,us,triangle,30 min.,Triangle shape white light in southern sky over Hagerstown&#44 Md.,,
1/7/2012,ashville,oh,us,sphere,10 seconds,At 3:30 on January 7&#44 2012 I was hunting on my fathers farm just South of Ashville&#44 Ohio.  I was looking up at the sky and  all of a su,,
1/7/2012,aventura,fl,us,fireball,5 seconds,Whatever this was&#44 we&#39ve never seen anything like it,,
1/7/2012,mountain view,ca,us,chevron,10 sec,Chevron shaped craft near Moffett Field Airbase,,
1/7/2012,southbury,ct,us,other,3 minutes,Orange light travelling with intent in sky&#44 no fuseage&#44 just light.,,
1/7/2012,lake havasu city,az,us,sphere,45 min,UFO Caught on Tape January 7th 2012,,
1/7/2012,parrish,fl,us,light,10 min.,Redish Orange light floating over Parrish FL. Changes from Orange to Grey and floats in one spot.,,
1/7/2012,hamilton (canada),on,ca,sphere,5 minutes,Multiple glowing orbs&#44 flying in formation&#44 spherical objects that would move at unusual formation patterns.,,
1/7/2012,sioux falls,sd,us,formation,3 min,Eight lights in southeast Sioux Falls,,
1/7/2012,lewes,de,us,rectangle,3,I JUST HAPPENED TO LOOK UP AND SEE A &quot;V&quot; SHAPED lights.I know what I saw&#33,,
1/7/2012,kihei,hi,us,formation,about 10 minutes or less,Seriously Large bright lighted crafts about 8 in perfect formation over the Kihei sky&#39s tonight .,,
1/8/2012,ocala,fl,us,circle,1 hour,Bright light/object hovering over ocala&#44 fl,,
1/8/2012,mena,ar,us,light,30 seconds,MENA ARKANSAS LOTS OF SIGHTINGS. SOMEONE NEEDS TO START TALKING ABOUT WHAT IS GOING ON HERE.,,
1/8/2012,russellville,ar,us,cylinder,2 minutes,Huge craft above nuclear plant.,,
1/8/2012,murfreesboro,tn,us,changing,3-4 seconds,3 extremely BRIGHT lights in a straight line.,,
1/8/2012,westerly,ri,us,fireball,5 min.,Four Reddish-orange fireballs-changed direction-disappeared.,,
1/8/2012,cambridge,mn,us,triangle,few min.,Three lights in a triangular formation,,
1/8/2012,troy,va,us,light,30 sec,I was taking my evening walk down our driveway and I saw an orange light in the sky.   I was thinking it is to big to be a planet &#8211; it,,
1/8/2012,cocoa,fl,us,circle,5 min.,Two glowing orange orbs moving east to west.,,
1/8/2012,wakefield,nh,us,triangle,2 min,Triangular shape ufo seen by 3 in New Hampshire.,,
1/8/2012,parkville,mo,us,light,2 minutes,Orange balls in sky.,,
1/8/2012,vacaville,ca,us,sphere,2 min,Travis Air Force Base vicinity Orange Orbs,,
1/8/2012,brookfield,ct,us,light,5 seconds,Large&#44 bright blueish light.,,
1/8/2012,papillion,ne,us,light,15 minutes,20-25 floating lights lasting about 10-15 minutes,,
1/8/2012,bridgeport,ct,us,fireball,7 min,Orange Reddish Orbs/Stars,,
1/8/2012,pulaski,tn,us,fireball,10 min,Fireball craft with multiple sightings.,,
1/8/2012,bridgeport,ct,us,fireball,15-20 mins,Four fire balls one catching up to another and smelled like fire in the air&#44 which seems impossible seeing the distance they appear to,,
1/8/2012,newington,ct,us,oval,25 seconds,Hovering thin red oval suddenly shoots across sky leaving amazing red beam of light in its trail.,,
1/8/2012,smithtown,ny,us,light,1-2 seconds,Large green light flying over Western Smithtown&#44 Suffolk County Long Island,,
1/8/2012,clio,mi,us,formation,10 min,Was bizarre&#44 like nothing I&#39ve ever witnessed.,,
1/8/2012,moretown,vt,us,diamond,10 minutes,Driving home after work and saw a large low-flying object with several yellow lights fly over my head.,,
1/8/2012,brown deer,wi,us,triangle,3 minutes,Triangular shaped craft&#44 bright lights moving low&#44 slowly and quiet over Green Bay Road.,,
1/8/2012,sacramento,ca,us,fireball,4 min,Red glowing light climbs above Sacramento&#44 CA on 1-08-12,,
1/9/2012,muskogee,ok,us,unknown,30 min,3 Dead  Batteries,,
1/9/2012,atlantic city,nj,us,unknown,less than 10 seconds,A small bright green object was flying towards the ground at an extremely low altitude and then disappeared within a 10 seconds.,,
1/9/2012,brookhaven,ny,us,circle,1:00,I saw a star like object moving in swearls with light on and off,,
1/9/2012,brookfield,ct,us,triangle,30 seconds,Small craft taking off and shooting off very fast&#33&#33,,
1/9/2012,pensacola,fl,us,disk,6 minutes,Three red disk shaped lights seen in Pensacola.,,
1/9/2012,ridgecrest,ca,us,unknown,15 seconds,Three to four whitish/yellowish lights lit up sequentially over southern sky of Ridgecrest&#44 California seen by 4 observers,,
1/9/2012,columbus,oh,us,triangle,3 minutes,Craft rotating in an arch with 3 bright&#44 rapid blinking lights.,,
1/9/2012,southbury,ct,us,fireball,10 minutes,Driving down 67 towards New Milford. Just passed Transylvania road. My wife and I saw a fireball like shape in the sky. It was bright o,,
1/9/2012,hagerman,id,us,light,15 minutes,Yellowish white lights brighter than the north star about 10 miles over the hills in Hagerman Idaho.,,
1/9/2012,albany,ga,us,sphere,50 min,Spherical stationary object with flashing green and red lights.  ((NUFORC Note:  Sighting of the star&#44 Sirius.  PD)),,
1/10/2012,evansville,in,us,light,90 seconds,Two lights over Evansville&#44 IN early in the morning,,
1/10/2012,pittsburgh,pa,us,other,15+ minutes,Mock helicopter seen above city of Pittsburgh.,,
1/10/2012,pawling,ny,us,triangle,2 hours,It was the bigest craft i have evet seen.,,
1/10/2012,mio,mi,us,circle,5-7 minutes,Huge&#44 round&#44 bright lights in the Northern Lower Michigan sky,,
1/10/2012,savage,md,us,oval,15 seconds,Very large circular object moving VERY slowly with orange lights covering the whole of the ship,,
1/10/2012,sacramento,ca,us,changing,10 minutes,Ufo seen over Sacramento Ca&#44 at 6:30 pm on 1-10-12,,
1/10/2012,coeur d&#39alene,id,us,sphere,2 minutes,Object that appeared to be satellite&#44 changed speed and course&#44 then stopped and hovered. Object split in two and departed,,
1/10/2012,ingleside,il,us,sphere,5-6 seconds.,Jupiter-like Object Shrinks Down and Disappears.  ((NUFORC Note:  Possible sighting of ISS??  PD)),,
1/10/2012,granby,ma,us,triangle,5-Feb,3 light triangle. Was stopped in mid air until it went again,,
1/10/2012,de leon,tx,us,formation,6 secs,Saw two bright redish/orange lights,,
1/10/2012,kingsville,mo,us,light,45 minutes+,Four stationary lights with changing colors observed near Kingsville.  ((NUFORC Note:  Possible sighting of twinkling stars.  PD)),,
1/10/2012,bon air,va,us,changing,20-30 sec,I first saw the objects from within my car while driving to turn in my driveway. They were at the end of the road and hovering over a l,,
1/10/2012,marysville,wa,us,triangle,2-3 minutes,Witnessed red/orange light over cascade foothills in different formations,,
1/10/2012,west chester,pa,us,light,i hour,I looked at the sky outside on 1-10-2012 and to the west and south saw two sightings amongst a tremendous star filled sky. The sighting,,
1/10/2012,cheshire,ma,us,chevron,3 seconds,Red lights over Berkshire County,,
1/10/2012,athens,il,us,triangle,2 minutes,Triangular UFO turns into 2.,,
1/10/2012,scotts mills,or,us,fireball,3 seconds,Fireball?,,
1/10/2012,ames (north of),ia,us,flash,3 seconds,Bright blue/white flash north/northwest of Huxley&#44 IA,,
1/11/2012,trumbull,ct,us,rectangle,1 minute,A rectangular object flying lower than plane height with one bright light.,,
1/11/2012,edmonton (canada),ab,ca,unknown,20 minutes,Orange pulsating beam in sky.,,
1/11/2012,san antonio,tx,us,disk,8 minutes,Disk shaped object broad daylight pursued by jet,,
1/11/2012,collinsville,il,us,unknown,2-3 minutes,Object in the sky not moving&#44 changing light colors from red&#44 blue and pink. Numerous sides.,,
1/11/2012,marysville,wa,us,unknown,10 minutes,Four  bright orange lights/ fireball spheres moving very slow  vertically  with no sound and no distinct shape,,
1/11/2012,wallingford,ct,us,light,30 mins,Teal ball of light hovers for nearly 30 mins then lowers below tree line in Yalesville&#44 CT,,
1/11/2012,hershey,pa,us,oval,2:30 min,Oval object travelling North West in sky with flashing lights.,,
1/11/2012,russell,ny,us,formation,10 seconds,Six Orange-Yellow Orbs in Horizontal Formation,,
1/11/2012,saranac lake,ny,us,formation,10 seconds,Was driving&#44 saw 7-10 very bright lights in a curved row&#44 all evenly spaced&#44 then half of the lights disappeared one by one&#44 reappeared,,
1/11/2012,mobile,al,us,light,1,Strange lights moving effortlessly through the sky,,
1/11/2012,porterville,ca,us,unknown,~5 minutes,Bright orange light in the sky and before disappearing it appeared to drop 2 bright lights or fire balls.,,
1/11/2012,sacramento,ca,us,disk,5 mins,Sacramento ufo arden mall sighting 01/11/12,,
1/11/2012,st. charles,mo,us,fireball,2-4 minutes,8 - 10 fireball spheres moving very slow horizontally with no sound and no distinct shape,,
1/11/2012,desert hot springs,ca,us,triangle,2 minutes,Large&#44 triangular shaped object with bright lights and no sound being chased by helicopters in Desert Hot Springs,,
1/11/2012,antioch,ca,us,circle,5 minutes,Glowing Orange orb with small red orbs or embers falling out of it,,
1/11/2012,dallas,tx,us,oval,30 minutes,Ball of light seen above full moon while moon was blacked out and then appeared again.,,
1/11/2012,fort morgan,co,us,light,2-3 seconds,Rounded ball of light seen S/SE in the early night sky&#44 solid white&#44 bluish edge with briefly visible reddish tail&#44 falling downward.,,
1/11/2012,hogansburg,ny,us,fireball,5 mins,2 to 3 Orange fireballs randomly swerving in northeast&#44 southern sky,,
1/11/2012,hopkinton,ny,us,fireball,2 minutes,Orange-red lights above tree tops,,
1/11/2012,west bangor,ny,us,unknown,4 min,Three orange spheres located in upstate N.Y.,,
1/11/2012,walla walla,wa,us,formation,2 mins,THERE WERE 6 LIGHTS ALTOGETHER.. 2 SETS OF 3 LIGHTS AND EACH SET FORMED A PERFECT TRIANGLE.. I CAME INSIDE TO GET FRIEND AND THEY WERE,,
1/11/2012,ashburn,ga,us,diamond,10 minutes,Low lights seen in sky in rural south georgia,,
1/12/2012,ridgeland,sc,us,cigar,1 min,Cigar shape slow moving above tree tops,,
1/12/2012,texas city,il,us,sphere,42 min.,Sitting out by a bonfire in an area near a hwy and inter-county bike trail&#44 a few friends and I observed 4 low flying fireball craft.,,
1/12/2012,kapaa,hi,us,oval,1 hour,2 objects seen by the naked eye by 3 different people at the same time.,,
1/12/2012,miami,fl,us,egg,1 seconds,My brother was filming half a dozen kids jumping of a bridge while the object flew silently over them heading to Cuba.,,
1/12/2012,ventura,ca,us,light,6 minutes,Blue/red light seen &#39dancing&#39 above Ventura&#44 CA,,
1/12/2012,league city,tx,us,sphere,30 seconds,Two stationary&#44 silent&#44 super bright white spheres about 100-200 feet in the air.,,
1/12/2012,saratoga,ca,us,other,3-4 seconds,Flash of light that lit entire nighttime sky&#44 traveling West to East. Followed by a power flicker of at least 25 miles.,,
1/12/2012,rosemount,mn,us,triangle,1 minute,Triangle of Lights merged into 1 light and then went left quickly...was in total shock&#33,,
1/12/2012,kenosha,wi,us,flash,1 second,Sudden Flash of Light,,
1/12/2012,san francisco,ca,us,changing,5 minutes,Bright Orange round ball&#44 changed shape to elongated  object&#44 then returnes into bright orange ball.,,
1/12/2012,caruthersville,mo,us,unknown,20-30 seconds,Floating blinking red and yellowish orange lights in Southeast Missouri near Hwy 412,,
1/13/2012,phoenix,az,us,changing,2 min,red ufo,,
1/13/2012,eureka,ca,us,changing,5 minutes,Uunusual orange bright light over eureka&#44 california,,
1/13/2012,orlando,fl,us,sphere,1 second,Sphere appears on photo in Orlando&#44 FL.,,
1/13/2012,san diego,ca,us,unknown,1,I did not see it.  It appeared in photos I took from my iphone. After noticing it&#44 I took several more.  It was there and was  in d,,
1/13/2012,fullerton,ca,us,egg,3 seconds or so,Vertically moving object that was glowing and accelerating quickly,,
1/13/2012,willard,nc,us,oval,3 mins,Glowing red and orange ball that was above our heads and finally took off faster than any thing I have ever seen with no sound.,,
1/13/2012,malone,ny,us,unknown,30 seconds,Strange glowing lights in triangle formation,,
1/13/2012,austin,tx,us,diamond,5 - 8 minutes,Fleet of Flying Objects/Crafts - Austin&#44 Texas - 01/13/2012,,
1/13/2012,houston,tx,us,sphere,4-5 minutes,Orange sphere seen for about 4 minutes,,
1/13/2012,oakley,ca,us,fireball,5 minutes,Three large&#44 glowing&#44 orange lights flying in the night sky in Oakley California,,
1/13/2012,ocean view,de,us,formation,15 seconds,Formation of 4 aircrafts with glowing underbelly flying low and towards Atlantic Ocean,,
1/14/2012,bonita,ca,us,light,continuing still,I noticed there was a single very bright like star but closer.  ((NUFORC Note:  We suspect a &quot;twinkling&quot; star&#44 but cannot be sure. PD)),,
1/14/2012,quebeck,tn,us,triangle,<5 seconds,Clear sky daytime sighting of black triangle moving at extreme speed with loud sound and no contrail.,,
1/14/2012,manchester,tn,us,cigar,5 mins,UFO - Solid White&#44 Cigar Shaped&#44 No Sound&#44 Daytime Sighting with video&#33,,
1/14/2012,laguna niguel,ca,us,circle,0:01,Bright object / orb performs aerial gymnastics over pacific ocean before performing disappearing act into the water close to coast.,,
1/14/2012,underhill,vt,us,light,+/-5 min,Cluster of unidentified orange-red lights seen in the northern Vermont sky.,,
1/14/2012,fort mill,sc,us,light,less than 8 minutes,Orange orbs moving in formation and &#39winking out,,
1/14/2012,spartanburg,sc,us,light,45 minutes,white light slowly meandering directly above in upstate South  Carolina,,
1/14/2012,west palm beach,fl,us,oval,2-3 mins,Object bright no blinking lights moving fast,,
1/14/2012,dallas,tx,us,light,4 mins,11 orange lights.  Moving S to N slowly.  Covered a good portion of the horizon east of Dallas.  I got two videos on my smartphone.,,
1/14/2012,fort cobb,ok,us,cigar,25 mins.,Vertical strip of lights over Fort Cobb Lake,,
1/14/2012,bremerton,wa,us,circle,one hour+,Silverdale&#44 WA: erratically moving white lights reflecting off clouds and moving at lightening speed.((NUFORC Note:  Ad lights?  PD)),,
1/14/2012,darien,ct,us,fireball,1-2 minutes,Orange Fireball gliding in the sky over Darien&#44 CT 1/14/12 @ 9:15 p.m.,,
1/14/2012,woodstock,ga,us,light,dont know,In the sky were four glowing objects&#44 all in a formation.,,
1/14/2012,prescott valley,az,us,light,10 mins +,Burning Light above ridge of Mingus Mountain,,
1/15/2012,san angelo,tx,us,flash,until morning,When I awoke I looked out the back and the front. I saw a flashing light in the distance. ((NUFORC Note:  Possible star??  PD)),,
1/15/2012,orlando,fl,us,light,5 seconds,Rapid moving glowing oval craft moving across the night  sky for 5 secs. so fast it  seemed of alien origin.,,
1/15/2012,anoka,mn,us,disk,20 seconds,Huge and silent,,
1/15/2012,smithfield,ri,us,triangle,5 minutes,Triangular lighted shape in the sky around 5 pm,,
